otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title	^physcraper:in_current_aln
otuPS83	Ilex longecaudata	6055357	2033747	MK034011.1	None	True	new	-	Ilex longecaudata isolate Y98 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS84	Ilex integerrima	171374	185519	AJ786508.1	None	True	new	-	Ilex integerrima partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 106	True
otuPS85	Ilex theizans	68451	185555	FJ394716.1	None	True	new	-	Ilex theezans voucher G. Hatschbach 61.225 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS86	Ilex integerrima	171374	185519	AY183478.1	None	True	new	-	Ilex integerrima internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS87	Ilex integerrima	171374	185519	AY183477.1	None	True	new	-	Ilex integerrima internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS88	Ilex pseudobuxus	1015266	53210	MG708073.1	None	True	new	-	Ilex pseudobuxus isolate PEIC052 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS89	Ilex anomala	432613	53197	AJ786505.1	None	True	new	-	Ilex anomala partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 101	True
otuPS90	Ilex x wandoensis	5144138	525220	MK240426.1	None	True	new	-	Ilex x wandoensis isolate BM2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	True
otuPS91	Ilex integra	751453	53204	AB607211.1	None	True	new	-	Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: female<>Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: male	True
otuPS92	Ilex integra	751453	53204	AB607212.1	None	True	identical and/or subsequence                                                                                    of otuPS91, not added	-	Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: female<>Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: male	False
otuPS93	Ilex integra	751453	53204	EU647663.1	None	True	new	-	Ilex integra isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS94	Ilex integra	751453	53204	EU647656.1	None	True	new	-	Ilex integra isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex integra isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS95	Ilex integra	751453	53204	EU647657.1	None	True	identical and/or subsequence                                                                                    of otuPS94, not added	-	Ilex integra isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex integra isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	False
otuPS96	Ilex integra	751453	53204	MK033993.1	None	True	new	-	Ilex integra isolate Y118 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS97	Ilex integra	751453	53204	FJ394690.1	None	True	new	-	Ilex integra voucher H. Nagamasu 5073 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS98	Ilex x wandoensis	5144138	525220	MK240424.1	None	True	new	-	Ilex x wandoensis clone isolate WA2-7 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	True
otuPS99	Ilex tetramera	5746267	2606428	MK033996.1	None	True	new	-	Ilex tetramera isolate Y153 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS100	Ilex tetramera	5746267	2606428	MK033995.1	None	True	new	-	Ilex tetramera isolate Y151 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS101	Ilex x wandoensis	5144138	525220	MK240416.1	None	True	new	-	Ilex x wandoensis clone isolate BM7-3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence	True
otuPS102	Ilex cinerea	6055208	1562320	MK034004.1	None	True	new	-	Ilex cinerea isolate Y143 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS103	Ilex macropoda	796117	58305	EU647658.1	None	True	new	-	Ilex macropoda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS104	Ilex macropoda f. pseudomacropoda	701400	525222	EU647660.1	None	True	new	-	Ilex macropoda f. pseudomacropoda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS105	Ilex macropoda	796117	58305	EU647659.1	None	True	new	-	Ilex macropoda isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS106	Ilex tsoi	404203	185558	FJ394718.1	None	True	new	-	Ilex tsoii voucher S. Andrews SA1528 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS107	Ilex aculeolata	876943	185488	FJ394656.1	None	True	new	-	Ilex aculeolata voucher Zhong Shu Hua sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS108	Ilex aculeolata	876943	185488	JF976673.1	None	True	new	-	Ilex aculeolata voucher Z133 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence<>Ilex aculeolata voucher Z134 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS109	Ilex fragilis	171378	185511	FJ394683.1	None	True	new	-	Ilex fragilis voucher C.J. Wingfield sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS110	Ilex aculeolata	876943	185488	JF976674.1	None	True	identical and/or subsequence                                                                                    of otuPS107, not added	-	Ilex aculeolata voucher Z136 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	False
otuPS111	Ilex polyneura	172482	1043422	JF976694.1	None	True	new	-	Ilex polyneura voucher Z164 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS112	Ilex micrococca	676195	53206	JF976692.1	None	True	new	-	Ilex micrococca voucher Z157 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS113	Ilex micrococca	676195	53206	JF976691.1	None	True	new	-	Ilex micrococca voucher Z158 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS114	Ilex micrococca	676195	53206	AJ492684.1	None	True	new	-	Ilex micrococca ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS115	Ilex serrata	796121	58304	AJ492682.1	None	True	new	-	Ilex serrata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS116	Ilex polyneura	172482	1043422	JF976693.1	None	True	new	-	Ilex polyneura voucher Z165 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS117	Ilex polyneura	172482	1043422	JF976695.1	None	True	new	-	Ilex polyneura voucher Z162 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS118	Ilex microdonta	222016	185533	AJ492665.1	None	True	new	-	Ilex microdonta ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS119	Ilex pseudobuxus	1015266	53210	AY183486.1	None	True	new	-	Ilex pseudobuxus internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex pseudobuxus voucher G. Giberti BACP113 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS120	Ilex pseudobuxus	1015266	53210	FJ394707.1	None	True	identical and/or subsequence                                                                                    of otuPS119, not added	-	Ilex pseudobuxus internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex pseudobuxus voucher G. Giberti BACP113 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	False
otuPS121	Ilex mitis	676179	53207	AJ275338.1	None	True	new	-	Ilex mitis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)	True
otuPS122	Ilex ficoidea	311432	504559	KP092550.1	None	True	new	-	Ilex ficoidea isolate SCBGP370_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS123	Nemopanthus mucronatus	601098	4302	AJ275336.1	None	True	new	-	Nemopanthus mucronatus chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)	True
otuPS124	Ilex amelanchier	432615	53196	AJ275340.1	None	True	new	-	Ilex amelanchier chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)	True
otuPS125	Ilex viridis	641711	185560	KP092561.1	None	True	new	-	Ilex viridis isolate SCBGP407_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	True
otuPS126	Ilex pubescens	589428	185543	KF255672.1	None	True	new	-	Ilex pubescens isolate DQ_9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS127	Ilex triflora	68456	185557	KP092559.1	None	True	new	-	Ilex triflora isolate SCBGP129_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS128	Ilex dugesii	864740	185508	FJ394679.1	None	True	new	-	Ilex dugesii voucher S. Andrews SA1497 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS129	Ilex paraguariensis	589430	185542	FJ394705.1	None	True	new	-	Ilex paraguariensis voucher S. Andrews SA1490 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS130	Ilex paraguariensis	589430	185542	AY183491.1	None	True	new	-	Ilex paraguariensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS131	Ilex paraguariensis	589430	185542	AY183492.1	None	True	new	-	Ilex paraguariensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS132	Ilex vomitoria	727576	4297	AJ492653.1	None	True	new	-	Ilex vomitoria ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS133	Ilex hirsuta	5232388	1398196	KF255666.1	None	True	new	-	Ilex hirsuta isolate DQ_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS134	Ilex pedunculosa	751461	53208	AJ275341.1	None	True	new	-	Ilex pedunculosa chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)	True
otuPS135	Ilex yunnanensis	1015274	53213	AJ275337.1	None	True	new	-	Ilex yunnanensis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)	True
otuPS136	Ilex sugerokii	68465	185553	AJ492671.1	None	True	new	-	Ilex sugerokii ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS137	Ilex yunnanensis	1015274	53213	FJ394726.1	None	True	new	-	Ilex yunnanensis voucher S. Andrews SA1508 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS138	Ilex shennongjiaensis	68459	185550	AJ492670.1	None	True	new	-	Ilex shennongjiaensis ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS139	Ilex nanchuanensis	5232391	1398199	KF255679.1	None	True	new	-	Ilex nanchuanensis isolate DQ_18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS140	Ilex rotunda	1015268	53211	FJ394710.1	None	True	new	-	Ilex rotunda voucher S. Andrews SA1569 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS141	Ilex rotunda	1015268	53211	EU647661.1	None	True	new	-	Ilex rotunda isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS142	Ilex rotunda	1015268	53211	MK034012.1	None	True	new	-	Ilex rotunda isolate Y192 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence	True
otuPS143	Ilex rotunda	1015268	53211	AJ786510.1	None	True	new	-	Ilex rotunda partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 4	True
otuPS144	Ilex rugosa	1015271	53212	AJ786511.1	None	True	new	-	Ilex rugosa partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 16	True
otuPS145	Ilex rugosa	1015271	53212	AJ492692.1	None	True	new	-	Ilex rugosa ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS146	Ilex hookeri	171390	185517	FJ394687.1	None	True	new	-	Ilex hookeri voucher S. Andrews SA1464 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS147	Ilex nothofagifolia	589438	185540	FJ394703.1	None	True	new	-	Ilex nothofagifolia voucher S. Andrews SA1499 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS148	Ilex maximowicziana	89476	58292	AJ492678.1	None	True	new	-	Ilex maximowicziana ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS149	Ilex colchica	302259	185498	FJ394668.1	None	True	new	-	Ilex colchica voucher S. Andrews SA1458 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex spinigera voucher S. Andrews SA1502 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS150	Ilex spinigera	68463	185552	FJ394715.1	None	True	new seq added; identical and/or subsequence of otuPS149,                                   but different taxon	-	Ilex colchica voucher S. Andrews SA1458 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex spinigera voucher S. Andrews SA1502 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS151	Ilex perado	751458	53209	AJ492693.1	None	True	new	-	Ilex perado ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS152	Ilex laevigata	745666	185524	FJ394694.1	None	True	new	-	Ilex laevigata voucher S. Andrews SA1507 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS153	Ilex verticillata	68444	185559	AJ492681.1	None	True	new	-	Ilex verticillata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)	True
otuPS154	Ilex geniculata	171380	185512	FJ394684.1	None	True	new	-	Ilex geniculata voucher S. Andrews SA1527 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS155	Ilex taubertiana	967825	224368	AY183487.1	None	True	new	-	Ilex taubertiana internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS156	Ilex theizans	68451	185555	KF420998.1	None	True	new	-	Ilex theezans voucher Blum 11-044 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
otuPS157	Ilex warburgii	89485	58299	FJ394721.1	None	True	new	-	Ilex warburgii voucher H. Nagamasu 5033 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	True
